30
98	255	280	25	78	36
46	71	135	55	52	64
9	8	48	23	15	100
80	150	179	5	16	19
2	238	287	45	27	62
13	140	181	14	34	87
16	214	290	47	63	13
21	96	190	70	99	17
77	222	318	93	67	47
6	258	301	28	27	44
82	0	57	51	59	77
76	282	353	57	38	52
79	18	69	37	12	26
74	81	117	6	32	85
21	196	258	46	61	33
43	289	373	76	64	33
4	171	248	50	70	41
93	19	39	19	65	79
18	48	137	60	46	47
75	148	212	62	56	23
44	20	79	48	86	62
87	20	74	41	90	30
24	46	80	27	34	16
85	166	242	73	93	8
55	299	344	27	76	92
72	293	316	15	73	22
81	2	57	40	35	36
41	90	161	47	36	66
87	165	238	62	44	48
50	213	300	65	48	82



# Generated with parameters N = 30, R = 10 and D = 1
