30
97	148	532	67	55	72
27	463	795	3	28	86
79	421	1012	49	34	37
90	179	674	81	76	72
36	492	1093	36	39	19
36	311	937	58	52	53
65	109	412	63	65	70
90	369	912	52	98	89
14	389	943	64	69	56
28	110	774	100	35	31
25	562	719	70	88	97
8	210	560	39	22	59
77	452	944	44	45	79
64	397	679	2	98	25
70	92	247	66	3	38
75	402	995	30	54	72
46	388	1033	63	51	8
87	582	1158	11	55	15
41	241	297	48	76	23
57	345	863	84	66	51
78	284	805	11	47	46
47	52	403	91	53	84
88	208	607	93	98	42
74	350	701	87	39	21
14	94	423	65	71	75
12	107	486	8	21	98
78	174	541	89	73	98
62	258	744	28	45	10
27	429	624	46	83	63
81	14	553	21	91	16



# Generated with parameters N = 30, R = 20 and D = 20
