30
81	432	515	25	84	5
44	209	473	31	56	51
49	8	320	68	38	72
31	275	602	29	28	23
59	307	667	66	54	24
21	172	320	2	46	44
13	21	322	47	79	56
17	158	371	16	47	72
97	149	314	52	90	14
16	435	814	98	15	13
41	65	400	41	26	68
51	136	420	63	28	37
51	92	199	16	85	48
36	88	379	50	33	60
98	63	273	63	7	17
17	136	366	96	25	47
53	436	596	54	93	38
28	34	256	70	94	33
70	276	419	88	26	7
2	284	593	19	86	8
77	469	702	67	72	85
64	458	745	58	84	66
82	247	610	75	96	21
1	27	191	73	38	58
54	540	816	70	41	42
87	284	403	1	53	43
62	239	596	91	38	66
61	147	279	53	23	22
42	550	803	25	60	79
31	353	462	90	22	20



# Generated with parameters N = 30, R = 20 and D = 10
