40
58	82	275	90	13	97
96	717	1031	76	32	62
69	354	810	91	12	94
90	381	732	68	1	99
62	106	348	53	75	7
87	155	441	90	47	81
15	48	127	36	50	76
29	517	1254	83	54	49
8	510	1049	79	80	74
48	225	767	7	57	17
28	188	1071	85	75	82
74	558	962	73	4	20
51	351	662	23	33	57
53	470	503	5	10	3
11	644	1200	72	37	90
42	204	890	18	3	14
97	285	860	14	7	71
40	434	471	5	26	40
41	586	1286	33	98	73
80	151	226	24	57	57
55	541	750	73	33	57
88	784	1266	80	42	94
24	145	285	77	47	97
19	771	1033	85	39	81
12	501	684	78	5	73
30	671	863	7	78	30
58	717	1123	67	86	32
84	603	890	3	63	52
2	2	101	65	83	24
72	386	841	40	26	26
19	341	1123	49	33	5
2	465	833	63	29	24
79	645	1092	1	29	77
75	226	440	67	8	60
85	751	870	29	52	64
15	3	739	88	85	58
48	216	670	4	83	30
11	445	947	16	54	99
71	549	640	88	80	37
90	733	1349	76	60	10



# Generated with parameters N = 40, R = 20 and D = 20
