30
1	28	63	17	84	53
58	17	83	45	6	84
51	25	102	53	76	92
15	19	61	19	61	51
1	10	51	18	24	70
1	30	88	29	38	42
100	4	63	39	87	43
23	7	120	87	41	12
70	18	37	8	54	90
16	15	63	46	95	58
56	25	108	56	12	94
19	24	85	56	60	34
56	29	53	2	11	53
30	26	141	96	31	45
75	8	125	98	72	57
15	21	61	15	97	15
86	13	37	9	21	21
85	12	87	56	87	77
8	21	79	44	55	75
1	14	89	49	54	82
90	7	65	38	47	43
18	23	61	26	35	55
24	19	97	69	16	93
96	8	120	85	48	84
92	11	82	61	91	66
33	11	75	40	34	54
99	19	54	13	16	36
13	16	109	93	26	3
79	4	95	62	98	84
52	26	113	77	25	98



# Generated with parameters N = 30, R = 1 and D = 1
