40
49	39	266	89	70	72
5	110	405	18	18	54
19	114	284	78	91	49
52	180	276	20	96	88
69	138	300	52	29	70
34	429	859	39	39	77
73	359	674	59	70	92
86	118	315	55	45	95
96	680	878	31	52	10
92	179	595	73	45	82
13	290	631	94	92	19
37	83	314	4	53	9
98	79	315	14	84	74
81	89	247	31	42	31
71	472	842	41	18	48
6	122	295	50	53	64
45	464	927	84	44	76
52	681	1096	70	1	25
63	183	313	89	26	29
62	309	519	56	32	41
2	270	655	11	64	24
60	524	889	55	46	81
16	217	532	89	35	24
95	2	60	36	99	45
91	194	387	73	73	37
47	308	696	5	67	6
42	337	425	53	19	61
97	799	1117	57	67	11
49	273	352	59	44	62
65	200	474	18	3	9
57	793	989	25	70	42
87	455	581	6	64	77
58	552	962	75	76	72
61	84	108	18	20	24
81	545	834	11	41	10
23	662	754	34	18	70
50	26	347	28	93	6
71	346	570	40	97	12
69	240	615	85	84	26
61	718	871	10	28	17



# Generated with parameters N = 40, R = 20 and D = 10
