30
92	230	524	83	24	81
94	149	512	93	58	35
4	7	37	28	38	6
31	118	385	2	90	83
14	135	306	22	65	60
6	183	235	6	81	46
53	51	175	85	35	84
86	107	415	67	18	95
47	1	81	20	51	96
41	60	233	99	2	9
51	10	341	54	48	59
72	290	547	48	54	54
73	181	488	82	87	85
51	125	280	20	37	8
93	174	260	72	30	93
91	279	432	73	94	3
8	213	362	11	22	3
96	156	285	28	86	15
48	104	176	63	75	6
13	278	383	21	37	53
69	252	558	50	1	40
44	206	460	55	23	31
73	266	395	5	5	78
9	175	371	56	51	68
81	125	314	73	92	69
66	133	310	81	19	57
54	192	371	40	50	50
24	204	244	28	97	20
72	280	437	76	41	15
41	53	123	27	27	30



# Generated with parameters N = 30, R = 10 and D = 10
