40
24	127	349	54	80	31
12	226	318	39	14	72
97	345	423	18	48	83
76	50	297	79	68	18
94	183	353	41	25	99
55	169	241	66	75	43
77	382	496	94	54	16
65	336	396	24	77	11
83	219	354	47	96	80
84	27	155	8	4	89
68	297	419	73	8	29
91	127	277	73	9	21
32	210	390	11	14	51
56	30	182	71	7	61
64	178	257	39	95	18
3	111	314	80	98	78
30	333	361	17	23	79
99	309	521	71	11	61
74	269	384	15	50	11
27	150	302	36	6	62
10	285	378	23	84	99
25	121	311	49	86	40
7	162	246	21	71	96
53	45	257	62	46	14
40	178	371	99	46	2
70	295	520	46	37	83
51	153	386	80	6	89
41	80	210	51	41	16
28	376	427	18	56	27
25	287	345	4	45	48
77	148	267	80	6	89
94	71	263	58	2	64
85	266	350	5	19	51
97	200	467	75	70	75
50	238	465	85	81	96
1	112	249	74	98	20
49	397	544	57	99	56
48	153	340	55	24	18
44	314	436	36	55	67
60	78	283	56	39	83



# Generated with parameters N = 40, R = 10 and D = 5
