40
52	6	151	78	16	28
56	21	160	77	57	62
14	19	160	93	22	15
39	3	158	66	84	8
21	33	152	84	99	28
62	36	73	27	83	73
24	25	235	71	75	84
80	30	193	65	72	85
73	6	173	72	33	85
45	32	120	60	90	53
17	16	165	9	96	92
32	22	291	74	37	77
80	17	179	57	3	24
18	27	182	27	26	89
32	26	164	43	2	89
77	20	214	79	37	63
34	17	153	49	72	18
74	5	158	12	89	25
35	18	166	8	28	18
87	37	244	81	45	50
49	29	202	39	46	32
72	28	213	62	26	98
12	1	180	59	83	4
29	30	93	8	33	42
93	23	170	46	53	83
89	2	145	93	47	90
52	40	130	69	57	70
60	10	212	47	62	85
67	19	158	26	72	83
19	18	154	75	73	46
78	40	159	16	47	38
35	3	162	99	5	34
32	29	231	51	42	94
66	34	240	72	15	76
44	21	245	95	94	27
63	9	55	7	63	64
65	1	155	41	44	14
42	17	130	44	39	67
87	8	188	54	6	27
56	27	280	67	88	65



# Generated with parameters N = 40, R = 1 and D = 5
