30
61	276	577	86	13	39
27	258	517	99	80	38
24	165	420	8	19	14
98	100	311	58	55	87
49	107	211	35	44	46
36	382	475	23	69	77
53	19	303	75	41	37
40	254	431	48	8	42
72	173	402	42	96	42
62	153	189	2	20	11
90	99	360	91	57	6
76	518	641	97	20	85
21	488	674	98	53	94
92	100	249	44	88	23
45	525	707	4	34	99
43	173	304	90	53	65
64	180	281	40	12	31
81	416	641	41	29	41
51	503	637	29	25	40
89	38	238	88	56	42
40	165	501	47	42	26
3	363	671	61	58	65
71	350	500	44	92	19
41	268	389	92	20	10
47	457	544	14	90	31
91	118	414	67	39	16
81	132	406	28	69	40
18	30	112	40	58	81
54	479	575	85	53	88
18	371	500	23	4	94



# Generated with parameters N = 30, R = 20 and D = 10
