30
81	147	216	68	63	64
95	59	156	69	99	82
61	76	114	37	78	74
78	84	130	43	36	41
8	84	117	23	83	5
44	13	42	20	7	37
3	71	115	39	44	26
74	53	75	5	8	17
10	47	140	69	94	51
34	99	163	42	82	91
26	70	106	21	31	25
74	116	183	52	6	96
6	59	80	7	34	41
47	73	121	45	33	3
19	84	189	98	87	50
40	143	165	19	23	29
19	95	140	39	71	13
74	61	176	91	71	98
32	63	93	26	52	8
29	149	202	40	93	47
27	129	223	86	75	56
28	47	148	77	35	37
25	62	95	3	73	64
79	91	178	86	87	95
30	133	177	36	7	23
20	23	101	66	64	45
33	3	75	60	21	71
34	54	114	45	21	6
80	97	129	10	86	58
33	22	42	10	21	73



# Generated with parameters N = 30, R = 5 and D = 1
