30
15	14	54	31	40	55
48	164	287	82	16	62
65	60	268	4	43	48
15	63	369	63	9	81
61	218	451	21	17	70
59	84	289	73	35	20
47	38	348	88	42	73
50	183	536	53	16	94
22	51	293	97	45	33
25	144	375	48	91	41
54	36	333	36	42	35
94	142	488	67	22	40
71	106	207	73	94	85
83	121	342	29	61	32
17	144	344	100	95	78
40	96	303	26	70	19
83	96	378	37	22	18
90	169	437	80	69	27
11	26	147	32	94	21
60	227	461	89	17	70
69	170	357	72	93	33
20	247	453	50	4	36
94	269	392	27	68	64
96	38	255	67	100	57
37	80	118	27	83	37
37	284	393	21	5	100
97	285	599	68	51	94
44	90	201	92	22	34
60	27	119	17	8	65
61	55	359	43	7	37



# Generated with parameters N = 30, R = 10 and D = 10
