30
24	44	546	14	51	40
5	22	565	64	78	1
38	114	727	85	15	72
61	49	367	28	12	21
5	120	232	60	85	44
97	29	548	27	10	91
44	90	766	78	61	97
27	95	503	58	80	5
38	65	336	87	92	34
93	51	254	53	84	60
34	124	190	40	25	50
57	106	435	33	35	24
65	41	656	68	83	98
81	39	59	17	54	55
13	70	170	46	11	72
26	110	708	2	24	45
52	135	608	92	25	30
30	144	458	21	3	9
70	75	684	73	65	7
86	24	410	33	54	70
74	141	221	66	59	50
66	144	553	93	97	60
39	57	548	59	44	22
78	105	538	92	2	69
76	114	742	56	13	15
58	26	715	90	17	72
94	85	249	65	59	49
96	27	515	43	20	13
86	21	595	11	9	92
37	11	177	33	34	95



# Generated with parameters N = 30, R = 5 and D = 20
