3
20
66.48575267
8.22812103
41.3259661
61.32165	12.07614994	165.9030651	34.87524549	58.63327871	22.54677252		98.84315239	53.74798324	13.312699		
86.22569942	111.9175741	221.1854571	50.21746458	51.99325744	1.726185524		68.35587735	5.208972416	99.67713962		
59.32305182	40.96283055	474.9908027	75.95559698	83.98762093	86.20681368		97.48978125	72.47750928	83.26445105		
28.56479098	14.39011906	207.648655	46.98078921	67.25551153	61.60465068		45.01338657	44.00872624	36.22734139		
17.58394671	25.91445038	294.4251421	95.69216343	20.06241872	9.356322949		57.94226399	37.59690109	91.78266838		
28.42487508	44.56197573	491.5061738	71.79533054	84.92056073	7.301995212		26.27612264	50.21060281	73.91816893		
37.62375186	184.5955575	556.0725864	39.57362014	84.60200082	1.604037967		83.69057131	14.02732128	73.17977696		
87.07051444	123.1610995	359.0900895	74.1125486	2.8116503	31.36511537		28.08236044	80.904587	11.91590492		
8.460934233	135.4451508	450.3318261	25.00936703	5.991014675	95.01428012		68.48136524	43.50799918	74.09363143		
96.1113827	182.3465188	249.3884362	49.1058419	25.73900906	14.28791879		32.51742847	38.56760748	7.749890041		
3.343478085	109.0323896	508.9455656	90.0325108	82.91127575	16.09865317		89.5534777	27.76984288	96.8194244		
34.87222574	105.3953145	404.6573882	22.76878532	76.57538695	13.0816814		84.63862382	39.00517606	25.71129889		
9.737909789	35.08165511	192.2118721	2.046692772	94.93847152	22.82745935		2.167753948	99.9802484	93.25523044		
83.07204852	47.04764909	266.3650776	71.82705194	89.80218659	95.56503342		59.02312532	7.687068046	51.6279184		
73.41328639	48.25658879	231.7011561	39.90679414	45.37117931	76.69693107		75.36441316	56.17658419	5.931794003		
14.27208637	4.857603395	236.6989964	54.44534704	81.96849366	1.129455632		74.27022554	68.72317505	32.56690374		
28.49824196	124.8608854	340.5141728	58.95647364	10.34158098	85.2930943		72.47622927	2.553742032	84.85678253		
51.34849619	81.7500099	385.7267597	86.68511442	64.41100673	65.04138597		19.48275618	98.73802515	48.94335063		
44.60375299	196.8873315	402.5336716	90.33385184	61.47030697	34.53713997		89.87038856	40.60215257	91.72539086		
96.67164515	143.4620009	345.8407495	16.10764439	58.92022267	10.02297612		99.73947133	47.42211535	12.26557174		



# Generated with parameters M = 3, N = 20, R = 10 and D = 20
