3
20
27.55448761
31.88599827
2.093288474
94.27486241	1.357761366	175.3300645	77.57361792	26.07319979	60.97649473		2.732381697	51.09282797	46.28215802		
16.74470344	4.093949352	155.00349	7.157893669	78.0158203	76.68184079		99.24047607	30.26383229	58.21424019		
45.58271143	5.405912528	106.3754548	18.49236689	98.47497069	24.44216908		29.93855847	47.83274092	53.24420722		
48.17758656	8.703623245	93.18215951	18.11517637	5.761613614	77.94443372		96.92289168	4.510289958	27.83797461		
55.52581825	13.14817649	119.384214	19.86320157	56.55484886	31.05827984		55.74166831	40.36665261	55.29228464		
37.93406334	7.442741325	88.73677659	45.94751188	64.67818163	62.01485302		95.18020498	96.50310738	93.69108151		
31.84589178	6.85591625	147.6380712	18.82582011	81.66321145	95.97828696		95.74824033	9.421517963	88.17296874		
79.86460786	0.1332979891	52.69550904	5.886862113	24.76079099	48.4051521		22.10706556	85.50385311	18.47192784		
33.86841297	14.68323765	163.0495508	25.00925718	44.2171541	48.71083549		47.10638912	47.81377073	97.35118039		
89.76722484	14.87956356	148.7694998	26.37327091	38.16414614	96.78783085		75.63763054	98.7182842	67.11558883		
30.4423761	10.23286442	187.8399992	83.74965333	84.86761067	35.61955128		50.95114722	60.12023364	23.73500362		
3.489853455	17.2325069	107.8784634	34.34077185	19.80340305	17.61822833		2.816032291	48.76523025	30.86655128		
43.38121368	4.433694741	66.60863287	52.98972456	9.820913184	47.74937766		12.34216743	60.08810732	5.407439796		
21.0662135	16.65673254	71.42620079	51.9932025	14.0601231	24.86731111		67.05586361	5.472998901	65.20602319		
42.03761693	4.018544379	143.2065017	90.27218466	18.25380392	94.45539759		74.37010547	57.66718924	64.2646571		
48.11223863	2.498443465	173.4852498	75.84105361	42.05010767	80.84041075		83.38904332	83.94681013	98.94828743		
59.61835867	18.61369214	127.8898088	44.81506173	63.75425421	96.91210057		27.20724511	51.64842818	37.6115425		
83.4832195	13.01100089	157.2510297	10.48870742	74.1738699	12.21556013		6.841597844	86.25709831	56.35769075		
90.95846096	4.23097537	167.6347574	60.7797006	58.78742362	83.47366247		15.14597903	72.27171702	86.44327501		
12.13792121	0.508063548	81.49953674	48.88620042	63.72645088	12.08701765		25.22675481	7.947932529	30.82549503		



# Generated with parameters M = 3, N = 20, R = 1 and D = 5
