4
30
93.68623775
8.463165367
39.41941487
70.97758411
65.11397636	473.1749378	579.480011	1.044493414	68.05525532	32.1354066	5.820368253		52.22666901	85.37824745	43.51827486	93.37324607		
48.59153319	515.5026912	637.9580459	92.87252554	84.63488393	39.37155636	4.935386762		67.88577301	24.25432697	10.11556625	29.79917521		
11.46717482	52.27395337	439.1640543	40.65185487	79.0546157	83.85387285	55.22187999		54.00904123	53.58066744	13.86424943	92.54839729		
65.20859978	153.338807	462.9955852	63.90245435	41.20845819	54.91493586	43.65865069		5.578156418	83.66963841	75.21038054	35.69263505		
73.94780623	337.3659705	593.9487695	95.42139515	5.984507432	1.007604661	39.12430244		5.319637144	69.25147656	65.7957751	51.08970964		
2.169983855	221.6724799	782.4154698	20.67768265	80.77205335	13.3588996	38.73141231		44.48218188	31.34970276	37.75464159	71.34068674		
44.70576291	141.4397129	782.1401064	18.82748107	19.40694332	88.05058471	72.4215253		78.50589942	85.27053417	35.17506168	19.05572257		
47.53657144	277.9599873	628.6165031	83.91877836	16.45646049	92.20251328	43.96434926		14.60855561	77.48578826	73.18979365	56.4094495		
65.86593126	527.4089861	779.9862235	80.94124773	84.06991185	4.292659942	90.38777197		71.26212066	81.7010543	73.62645256	93.21122998		
11.54026113	252.6578038	766.9990736	42.3220881	19.12795704	79.73320774	27.60446344		97.90524595	1.027835052	17.31784789	12.88177207		
13.68414177	495.0925715	690.160426	58.50002339	70.36162028	96.58196822	43.66803188		4.623228999	3.45677788	25.78578141	5.056972915		
57.97547019	325.3048106	701.0152864	69.12092441	70.63680724	45.08796633	19.4514541		36.66741317	58.23904995	31.19753136	45.77966434		
22.24272604	13.87957574	317.6822507	22.60034509	27.72948611	57.15467125	69.72171763		51.38884256	15.00273328	43.76563141	87.47057996		
15.66600152	166.6513387	586.4720981	36.94055843	5.958501526	81.96257301	8.389066438		68.44243794	47.57100672	95.08947463	37.36406095		
47.81067822	459.7700416	790.4697649	77.62266294	55.61140101	9.978845032	41.35064431		35.97679804	6.001070572	97.28499921	20.19968578		
87.94309761	206.9388386	742.8409599	42.02054872	97.08693255	94.54027576	74.76150141		26.68232473	85.78329719	45.25526377	35.57697018		
56.41348461	597.2881373	868.8087575	81.81533472	34.01162373	31.67568889	15.1375074		62.93612417	92.6155904	35.9684768	61.04788381		
77.93055468	95.00983185	399.0661589	27.90122509	47.87176913	15.82375894	49.61662782		18.26109688	82.19235222	8.363835945	65.79261625		
81.50783352	303.7573196	895.8095519	40.17779738	56.56523058	2.755770602	29.49135158		33.61607487	95.5554868	12.62629001	30.71685847		
72.35923493	231.5425158	642.4837567	78.38443689	70.15045078	61.15379179	95.75940706		54.9263314	66.05136122	88.07391112	92.07018957		
46.09259961	470.2140118	764.6216028	33.77256396	47.8505955	15.50270392	94.77187985		74.35267759	57.3066785	11.67342286	27.04360153		
92.79355573	22.57179145	489.1353955	65.0968113	62.28768976	59.16870803	76.23184468		43.67870619	33.55114925	92.28655265	19.35383347		
40.85603012	399.7022078	859.8491418	40.30449855	22.59474105	30.83234636	87.01537916		89.25157989	60.5898707	12.37636173	57.30799372		
76.99071258	559.2655713	678.9943737	46.83468057	10.58729411	74.17722589	20.61648563		86.03560043	20.38232888	72.79925897	49.91151123		
29.30585637	196.9739327	488.9283837	55.56521981	62.57691139	40.21319649	65.89513957		25.18754551	45.26189774	29.46714423	49.95556302		
13.41110401	218.7978862	893.0103573	97.25769135	58.04732011	40.65171924	46.03141994		71.24951633	33.72840387	3.208854147	68.38078969		
97.10438077	58.16292295	695.7270501	47.68672377	17.10970877	74.65174188	63.74498683		57.66704434	2.331869484	74.07866042	97.91499073		
37.24178984	225.6251918	496.8263322	73.31673383	25.10600465	89.31888104	41.41220259		96.83785661	54.71803425	76.28359876	2.188075688		
42.22095045	79.64714557	706.3229834	11.83981469	87.26069741	48.29841754	34.40914359		54.83405218	96.02509883	67.58640485	47.74923468		
7.899160102	526.6682733	1072.150496	56.9156458	84.39411701	38.94426214	91.4886857		82.39441464	74.5461128	67.94554783	25.82826194		



# Generated with parameters M = 4, N = 30, R = 20 and D = 20
