50
1	158	179	21	98	46
78	132	172	20	56	98
47	170	246	54	93	7
66	221	272	3	56	59
52	170	235	63	68	71
2	49	76	25	47	16
39	198	232	20	89	42
35	127	219	43	45	94
95	33	115	67	13	61
45	106	227	95	38	16
78	239	254	12	34	77
48	111	217	64	11	37
64	137	232	83	87	5
31	87	185	74	24	30
34	215	324	64	94	51
72	102	201	94	27	81
78	37	133	51	67	17
63	86	191	98	18	90
87	33	74	6	97	81
54	94	123	25	24	72
87	87	221	91	83	92
99	218	241	4	74	83
84	131	144	7	5	10
53	1	75	32	96	2
100	40	151	87	16	86
66	7	106	68	42	62
4	37	83	24	56	42
20	24	118	89	94	58
44	122	184	61	76	29
31	210	323	95	24	6
76	144	202	46	87	47
18	131	273	96	68	31
6	210	254	35	86	10
9	123	234	83	37	17
54	28	110	55	74	23
59	146	207	56	88	8
37	170	284	79	19	17
75	168	215	22	46	74
44	199	249	45	80	57
31	16	141	79	44	54
36	171	257	55	46	2
24	211	243	26	62	53
98	12	133	72	78	1
31	213	346	93	15	90
65	157	224	57	19	28
62	172	233	17	59	57
37	199	317	85	54	23
7	7	84	32	57	10
13	133	218	49	44	69
87	63	164	98	18	7



# Generated with parameters N = 50, R = 5 and D = 1
