30
2.229909981	186.5041629	538.1802262	11.77788141	7.057302296
4.849149377	214.2503548	305.0469712	4.318596697	3.973008473
9.893758442	421.2596355	689.4310172	27.29974687	9.457246809
7.273174505	455.6276679	865.5060578	97.56459331	5.686081493
7.073689136	152.1465527	601.8716315	22.78512927	4.601302353
2.90216641	79.16087047	559.6527713	13.68725545	9.282220302
2.585756982	54.6638589	151.5016478	31.73323506	5.558704211
3.694703139	202.1913077	274.9749715	3.694906094	8.338485659
4.42317663	20.07116331	117.101889	77.34140133	3.64933239
1.290684457	478.5417789	985.5430117	50.78331501	3.291714882
4.195101891	491.4737776	648.7164061	53.60125	5.497430414
3.312991604	49.52444323	332.9877593	76.53290162	5.415259534
2.140067134	166.6435526	288.3984897	43.10760229	8.344140021
8.857677373	486.5914053	819.2129993	73.44176933	2.686513996
2.041312938	123.7906013	545.7415779	73.31705827	8.61616838
1.255028111	226.646967	449.8940914	52.77449416	7.309754855
5.68765632	426.6121244	531.2709961	87.52853842	1.901967481
6.866262334	336.4868843	916.7258545	79.54579634	8.850220838
4.642438422	585.3149896	755.1247776	1.68327537	5.855036126
1.817006711	186.6779499	333.2416537	93.6048304	7.026280234
8.680045317	31.42796241	158.0883231	36.42457851	1.311773335
4.123848769	11.85043174	570.7609491	75.27608751	7.105435202
9.891029687	244.9000459	829.0858274	15.44947611	2.820348852
1.152043329	148.6716456	300.1467786	16.5354001	5.490645567
3.44136797	498.3611234	1028.602633	43.53355664	6.753717274
6.786873526	67.94951436	593.4049803	71.68231389	2.56979612
1.194468621	167.9271564	565.8067113	62.74345578	1.298216135
7.948144868	52.17305068	289.8462901	24.78110393	7.456481603
3.097056191	4.46967268	384.5565979	60.84100506	8.175456362
7.867541191	428.6371039	1036.5309	93.41840156	6.954522166



# Generated with parameters N = 30, R = 20 and D = 20
