40
87	374	814	48	57	55
99	14	358	27	66	73
91	313	797	94	60	15
63	315	675	5	81	68
36	279	352	5	94	11
60	25	237	34	5	75
8	8	272	87	45	36
67	137	243	95	70	48
76	287	512	36	58	54
46	307	408	9	21	76
79	64	426	2	22	43
43	66	558	93	79	96
66	190	272	71	49	6
79	230	348	62	57	78
8	101	543	92	8	33
5	367	645	68	6	90
95	30	290	34	63	13
87	264	689	28	51	91
83	19	118	35	94	39
26	377	596	68	20	22
41	116	268	74	16	37
36	42	104	11	5	15
50	294	745	69	79	88
38	339	532	48	10	59
60	356	586	20	91	18
6	173	436	94	27	11
67	348	594	25	59	49
94	40	366	12	80	34
76	10	264	91	86	87
41	394	633	2	37	59
32	327	603	45	71	34
28	377	606	11	28	74
7	148	289	11	72	81
76	94	186	51	32	95
85	194	487	68	87	46
82	298	666	67	72	37
18	11	196	28	56	49
77	62	245	41	28	22
99	252	404	97	40	38
35	21	296	16	27	12



# Generated with parameters N = 40, R = 10 and D = 10
