50
72	163	439	85	59	7
23	410	954	87	9	13
20	267	620	40	63	92
9	349	419	11	44	75
10	804	995	13	30	60
15	887	996	74	73	68
79	871	1046	82	77	20
65	782	1109	86	73	9
43	340	730	69	69	34
75	78	238	38	61	65
50	895	1094	56	24	80
81	202	512	12	49	95
37	602	845	30	85	61
61	331	656	38	44	76
27	603	823	59	37	97
42	711	980	37	66	47
32	31	518	15	98	53
96	3	397	17	44	12
3	605	615	1	64	52
36	142	235	22	7	67
70	952	1260	70	95	16
78	297	843	78	9	5
94	856	1039	43	24	95
64	377	571	58	45	41
38	439	626	31	69	50
37	283	776	85	76	24
86	287	509	58	77	79
80	49	287	73	99	2
85	760	983	78	38	59
99	392	744	42	37	96
11	877	1250	83	86	43
75	68	376	73	3	94
29	505	591	7	37	62
31	188	233	13	20	73
99	609	893	26	8	43
97	838	884	11	61	23
85	128	281	96	14	93
79	383	688	20	99	4
7	640	835	13	80	33
63	92	390	87	69	40
52	361	681	22	4	90
3	465	644	35	75	19
91	288	369	44	35	46
5	433	898	90	85	94
41	56	266	35	59	17
95	293	495	54	96	6
94	600	957	44	51	79
20	569	988	36	84	67
90	374	394	7	63	98
4	394	841	60	2	93



# Generated with parameters N = 50, R = 20 and D = 10
