30
2.088154851	122.5807746	217.1768828	58.53974982	2.717393737
1.205551576	233.4043199	889.2660188	81.71885596	8.5030284
4.599709047	176.6361956	494.9295332	63.06389043	2.911932844
8.873757891	228.5889615	583.6811909	20.31078703	8.350677799
6.966267242	90.71506756	621.1392707	1.503081507	9.144840516
6.128941219	76.80937737	291.6169298	69.96960825	1.078101036
3.413640026	284.4162289	728.9965447	83.8883118	1.748711428
2.818789214	255.5876561	316.5927634	36.5303295	3.481943138
6.591017808	210.8471407	869.2257513	85.09995298	4.512137123
1.706985704	113.8032307	364.6676989	95.47460114	3.291484796
2.652096669	44.23678419	621.5436923	76.53107797	7.414035106
4.687350991	215.213616	349.4990315	48.54069215	1.703824537
2.127331691	248.4919442	487.8794859	40.33288711	7.883169503
6.708006539	185.2442928	615.442646	67.28017109	3.696546505
9.18311574	25.5775449	277.9530095	53.1255815	8.116418712
2.221184837	263.5269305	593.771072	16.69775904	9.58930826
4.100193628	273.4114941	379.9293961	88.66857817	4.942376365
8.900159871	135.279757	145.2625746	2.014427802	6.188167564
7.35994885	268.0275689	727.5723339	40.9493693	2.057401939
8.557690115	101.0833875	497.3125935	34.69241603	1.323289127
3.658574475	98.76936026	410.2843123	80.57582535	9.402959124
6.84409713	178.2382967	437.7787671	14.01828891	8.282232677
5.767460669	210.7606402	817.9010964	47.63641973	1.401431901
7.536722033	10.10720307	97.36194832	24.31285834	3.132337727
9.019054106	82.32165586	309.9269621	18.26864406	8.535812742
3.49579462	185.2387327	774.4844956	2.830356915	8.944029528
6.584408686	210.2208474	260.8216575	48.06994711	4.032454595
7.864676744	140.3024426	542.9549018	58.81392464	3.65786218
7.525220001	92.94239269	693.4170789	19.5613804	6.271123761
1.676873555	185.6283843	694.0840332	74.76948618	9.886146403



# Generated with parameters N = 30, R = 10 and D = 20
